TS iseg Exchange_Prev Exchange
12 3 261795.7 268955.6
12 4 499611.9 513369.3
12 5 8820.25 9081.75
12 6 121900.3 125592.3
12 7 57298 59010.5
12 8 520144.7 534059.3
12 9 607740.1 623324.6
12 10 840287.6 863718.9
12 11 160005.8 164903
12 12 1278912 1309474
12 13 255660.5 266018.5
12 14 210067.4 217371.7
12 15 2128.5 2193.5
12 16 3472.5 3573
12 17 130036.5 134570.5
12 18 21653.5 22264.25
12 19 6343.766 6504.359
12 20 30406.34 31268.36
12 21 34054.5 35106
12 22 49349.72 50608.41
12 23 32706.5 33753
12 1 238952 245301.1
12 2 248684.5 255194.6
12 3 268955.6 276135.3
12 4 513369.3 527129.9
12 5 9081.75 9342
12 6 125592.3 129298.8
12 7 59010.5 60725
12 8 534059.3 547980.6
12 9 623324.6 638912
12 10 863718.9 887161.7
12 11 164903 169818
12 12 1309474 1340048
12 13 266018.5 276537.5
12 14 217371.7 224709
12 15 2193.5 2258.5
12 16 3573 3674
12 17 134570.5 139106
12 18 22264.25 22876.75
12 19 6504.359 6665.297
12 20 31268.36 32130.46
12 21 35106 36166
12 22 50608.41 51867.66
12 23 33753 34810.5
12 1 245301.1 251650.9
12 2 255194.6 261705
12 3 276135.3 283334.9
12 4 527129.9 540893.9
12 5 9342 9604
12 6 129298.8 133018.5
12 7 60725 62441.88
12 8 547980.6 561907.4
12 9 638912 654502.4
12 10 887161.7 910615.6
12 11 169818 174750.5
12 12 1340048 1370633
12 13 276537.5 287216.5
12 14 224709 232078.8
12 15 2258.5 2324
12 16 3674 3775
12 17 139106 143642.8
12 18 22876.75 23491.25
12 19 6665.297 6826.547
12 20 32130.46 32992.64
12 21 36166 37234.5
12 22 51867.66 53127.43
12 23 34810.5 35876.5
12 1 251650.9 258001.1
12 2 261705 268215.7
12 3 283334.9 290553.1
12 4 540893.9 554661.1
12 5 9604 9864.25
12 6 133018.5 136752
12 7 62441.88 64160.75
12 8 561907.4 575839.8
12 9 654502.4 670096.1
12 10 910615.6 934080.3
12 11 174750.5 179699.5
12 12 1370633 1401229
12 13 287216.5 298054.5
12 14 232078.8 239480.6
12 15 2324 2389.5
12 16 3775 3877
12 17 143642.8 148180.8
12 18 23491.25 24107.75
12 19 6826.547 6988.094
12 20 32992.64 33854.88
12 21 37234.5 38310.5
12 22 53127.43 54387.75
12 23 35876.5 36954.5
